"Role","Company","Title","Location","Link","Date Posted","Added At"
"Backend Developer","Multiplier AI","Full Stack Developer Intern","Noida, Uttar Pradesh, India","[Apply](https://in.linkedin.com/jobs/view/full-stack-developer-intern-at-multiplier-ai-4447525184?position=26&pageNum=0&refId=uKqtrP3INlGbtDVtWbkd%2Fw%3D%3D&trackingId=IYXml3Ba2fjQuOBlTrIYLw%3D%3D)","2026-07-31","2026-08-04 08:20 AM IST"
"Backend Developer","Upthrust Inc.","Software Developer - React, Next.js, Webflow & AI Automation Intern","Gurugram, Haryana, India","[Apply](https://in.linkedin.com/jobs/view/software-developer-react-next-js-webflow-ai-automation-intern-at-upthrust-inc-4438795643?position=24&pageNum=0&refId=uKqtrP3INlGbtDVtWbkd%2Fw%3D%3D&trackingId=AE1cKBs8Mpv1p4LOIz96vQ%3D%3D)","2026-07-17","2026-08-04 08:20 AM IST"
